contract_multiplier,de_listed_date,exchange,listed_date,margin_rate,market_tplus,maturity_date,order_book_id,round_lot,symbol,trading_hours,type,underlying_order_book_id,underlying_symbol,order_book_id_symbol
10,2015-07-14,DCE,2014-01-16,0.05,0,2015-07-14,A1507,1,豆一1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,A,豆一1507(A1507)
10,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,B1501,1,豆二1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,B,豆二1501(B1501)
10,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,C1501,1,玉米1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,C,玉米1501(C1501)
60,2015-01-16,DCE,2014-01-16,0.07,0,2015-01-16,JM1501,1,焦煤1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1501(JM1501)
100,2015-01-16,DCE,2014-01-16,0.07,0,2015-01-16,J1501,1,焦炭1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J,焦炭1501(J1501)
5,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,L1501,1,聚乙烯1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L,聚乙烯1501(L1501)
10,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,M1501,1,豆粕1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M,豆粕1501(M1501)
10,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,P1501,1,棕榈油1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1501(P1501)
5,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,V1501,1,聚氯乙烯1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1501(V1501)
10,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,Y1501,1,豆油1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y,豆油1501(Y1501)
100,2015-01-16,DCE,2014-01-16,0.07,0,2015-01-16,I1501,1,铁矿石1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I,铁矿石1501(I1501)
10,2015-01-16,DCE,2014-01-16,0.08,0,2015-01-16,JD1501,1,鸡蛋1501,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD,鸡蛋1501(JD1501)
500,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,FB1501,1,纤维板1501,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB,纤维板1501(FB1501)
500,2015-01-16,DCE,2014-01-16,0.05,0,2015-01-16,BB1501,1,胶合板1501,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1501(BB1501)
10,2015-02-13,DCE,2014-02-21,0.05,0,2015-02-13,P1502,1,棕榈油1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1502(P1502)
10,2015-02-13,DCE,2014-02-21,0.08,0,2015-02-13,JD1502,1,鸡蛋1502,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD,鸡蛋1502(JD1502)
500,2015-02-13,DCE,2014-02-21,0.05,0,2015-02-13,BB1502,1,胶合板1502,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1502(BB1502)
10,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,C1503,1,玉米1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,C,玉米1503(C1503)
10,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,B1503,1,豆二1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,B,豆二1503(B1503)
10,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,M1503,1,豆粕1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M,豆粕1503(M1503)
10,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,Y1503,1,豆油1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y,豆油1503(Y1503)
500,2015-02-13,DCE,2014-02-21,0.05,0,2015-02-13,FB1502,1,纤维板1502,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB,纤维板1502(FB1502)
5,2015-02-13,DCE,2014-02-21,0.05,0,2015-02-13,L1502,1,聚乙烯1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L,聚乙烯1502(L1502)
5,2015-02-13,DCE,2014-02-21,0.05,0,2015-02-13,V1502,1,聚氯乙烯1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1502(V1502)
100,2015-02-13,DCE,2014-02-21,0.07,0,2015-02-13,J1502,1,焦炭1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J,焦炭1502(J1502)
60,2015-02-13,DCE,2014-02-21,0.07,0,2015-02-13,JM1502,1,焦煤1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1502(JM1502)
100,2015-02-13,DCE,2014-02-21,0.07,0,2015-02-13,I1502,1,铁矿石1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I,铁矿石1502(I1502)
10,2015-09-16,DCE,2014-03-17,0.05,0,2015-09-16,A1509,1,豆一1509,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,A,豆一1509(A1509)
200,2015-02-06,CZCE,2014-02-14,0.05,0,2015-02-06,TC1502,1,动力煤1502,"09:31-11:30,13:01-15:00",Future,null,TC,动力煤1502(TC1502)
5,2015-02-13,CZCE,2014-02-21,0.06,0,2015-02-13,TA1502,1,PTA1502,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA,PTA1502(TA1502)
50,2015-02-13,CZCE,2014-02-21,0.06,0,2015-02-13,ME1502,1,甲醇1502,"09:31-11:30,13:01-15:00",Future,null,ME,甲醇1502(ME1502)
20,2015-02-13,CZCE,2014-02-21,0.06,0,2015-02-13,FG1502,1,玻璃1502,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG,玻璃1502(FG1502)
5,2014-05-16,DCE,2014-02-28,0.05,0,2014-05-16,PP1405,1,聚丙烯1405,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1405(PP1405)
5,2014-06-16,DCE,2014-02-28,0.05,0,2014-06-16,PP1406,1,聚丙烯1406,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1406(PP1406)
5,2014-07-14,DCE,2014-02-28,0.05,0,2014-07-14,PP1407,1,聚丙烯1407,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1407(PP1407)
5,2014-08-14,DCE,2014-02-28,0.05,0,2014-08-14,PP1408,1,聚丙烯1408,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1408(PP1408)
5,2014-09-15,DCE,2014-02-28,0.05,0,2014-09-15,PP1409,1,聚丙烯1409,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1409(PP1409)
5,2014-10-21,DCE,2014-02-28,0.05,0,2014-10-21,PP1410,1,聚丙烯1410,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1410(PP1410)
5,2014-11-14,DCE,2014-02-28,0.05,0,2014-11-14,PP1411,1,聚丙烯1411,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1411(PP1411)
5,2015-01-16,DCE,2014-02-28,0.05,0,2015-01-16,PP1501,1,聚丙烯1501,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1501(PP1501)
5,2014-12-12,DCE,2014-02-28,0.05,0,2014-12-12,PP1412,1,聚丙烯1412,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1412(PP1412)
5,2015-02-13,DCE,2014-02-28,0.05,0,2015-02-13,PP1502,1,聚丙烯1502,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1502(PP1502)
200,2015-03-06,CZCE,2014-03-10,0.05,0,2015-03-06,TC1503,1,动力煤1503,"09:31-11:30,13:01-15:00",Future,null,TC,动力煤1503(TC1503)
20,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,WH1503,1,强麦1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WH,强麦1503(WH1503)
10,2015-09-16,CZCE,2014-03-17,0.05,0,2015-09-16,SR1509,1,白糖1509,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SR,白糖1509(SR1509)
5,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,CF1503,1,棉花1503,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CF,棉花1503(CF1503)
5,2015-03-13,CZCE,2014-03-17,0.06,0,2015-03-13,TA1503,1,PTA1503,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA,PTA1503(TA1503)
10,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,OI1503,1,菜籽油1503,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,OI,菜籽油1503(OI1503)
10,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,P1503,1,棕榈油1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1503(P1503)
20,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,RI1503,1,早籼稻1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RI,早籼稻1503(RI1503)
50,2015-03-13,CZCE,2014-03-17,0.06,0,2015-03-13,ME1503,1,甲醇1503,"09:31-11:30,13:01-15:00",Future,null,ME,甲醇1503(ME1503)
50,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,PM1503,1,普麦1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PM,普麦1503(PM1503)
10,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,RM1503,1,菜籽粕1503,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RM,菜籽粕1503(RM1503)
20,2015-03-13,CZCE,2014-03-17,0.05,0,2015-03-13,JR1503,1,粳稻谷1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JR,粳稻谷1503(JR1503)
20,2015-03-13,CZCE,2014-03-17,0.06,0,2015-03-13,FG1503,1,玻璃1503,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG,玻璃1503(FG1503)
10,2015-03-13,DCE,2014-03-17,0.08,0,2015-03-13,JD1503,1,鸡蛋1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD,鸡蛋1503(JD1503)
500,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,BB1503,1,胶合板1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1503(BB1503)
500,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,FB1503,1,纤维板1503,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB,纤维板1503(FB1503)
5,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,L1503,1,聚乙烯1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L,聚乙烯1503(L1503)
5,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,V1503,1,聚氯乙烯1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1503(V1503)
5,2015-03-13,DCE,2014-03-17,0.05,0,2015-03-13,PP1503,1,聚丙烯1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1503(PP1503)
100,2015-03-13,DCE,2014-03-17,0.07,0,2015-03-13,J1503,1,焦炭1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J,焦炭1503(J1503)
100,2015-03-13,DCE,2014-03-17,0.07,0,2015-03-13,I1503,1,铁矿石1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I,铁矿石1503(I1503)
60,2015-03-13,DCE,2014-03-17,0.07,0,2015-03-13,JM1503,1,焦煤1503,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1503(JM1503)
5,2015-04-15,CZCE,2014-04-16,0.06,0,2015-04-15,TA1504,1,PTA1504,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA,PTA1504(TA1504)
200,2015-04-08,CZCE,2014-04-09,0.05,0,2015-04-08,TC1504,1,动力煤1504,"09:31-11:30,13:01-15:00",Future,null,TC,动力煤1504(TC1504)
50,2015-04-15,CZCE,2014-04-16,0.06,0,2015-04-15,ME1504,1,甲醇1504,"09:31-11:30,13:01-15:00",Future,null,ME,甲醇1504(ME1504)
20,2015-04-15,CZCE,2014-04-16,0.06,0,2015-04-15,FG1504,1,玻璃1504,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG,玻璃1504(FG1504)
10,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,C1505,1,玉米1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,C,玉米1505(C1505)
10,2015-11-13,DCE,2014-05-19,0.05,0,2015-11-13,A1511,1,豆一1511,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,A,豆一1511(A1511)
10,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,B1505,1,豆二1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,B,豆二1505(B1505)
10,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,M1505,1,豆粕1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M,豆粕1505(M1505)
10,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,Y1505,1,豆油1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y,豆油1505(Y1505)
10,2015-04-15,DCE,2014-04-16,0.05,0,2015-04-15,P1504,1,棕榈油1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1504(P1504)
10,2015-04-15,DCE,2014-04-16,0.08,0,2015-04-15,JD1504,1,鸡蛋1504,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD,鸡蛋1504(JD1504)
500,2015-04-15,DCE,2014-04-16,0.05,0,2015-04-15,BB1504,1,胶合板1504,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1504(BB1504)
500,2015-04-15,DCE,2014-04-16,0.05,0,2015-04-15,FB1504,1,纤维板1504,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB,纤维板1504(FB1504)
5,2015-04-15,DCE,2014-04-16,0.05,0,2015-04-15,L1504,1,聚乙烯1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L,聚乙烯1504(L1504)
100,2015-04-15,DCE,2014-04-16,0.07,0,2015-04-15,J1504,1,焦炭1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J,焦炭1504(J1504)
5,2015-04-15,DCE,2014-04-16,0.05,0,2015-04-15,PP1504,1,聚丙烯1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1504(PP1504)
60,2015-04-15,DCE,2014-04-16,0.07,0,2015-04-15,JM1504,1,焦煤1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1504(JM1504)
100,2015-04-15,DCE,2014-04-16,0.07,0,2015-04-15,I1504,1,铁矿石1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I,铁矿石1504(I1504)
5,2015-04-15,DCE,2014-04-16,0.05,0,2015-04-15,V1504,1,聚氯乙烯1504,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1504(V1504)
200,2015-05-08,CZCE,2014-05-12,0.05,0,2015-05-08,TC1505,1,动力煤1505,"09:31-11:30,13:01-15:00",Future,null,TC,动力煤1505(TC1505)
20,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,WH1505,1,强麦1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WH,强麦1505(WH1505)
10,2015-11-13,CZCE,2014-05-19,0.05,0,2015-11-13,SR1511,1,白糖1511,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SR,白糖1511(SR1511)
5,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,CF1505,1,棉花1505,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CF,棉花1505(CF1505)
5,2015-05-15,CZCE,2014-05-19,0.06,0,2015-05-15,TA1505,1,PTA1505,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA,PTA1505(TA1505)
10,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,OI1505,1,菜籽油1505,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,OI,菜籽油1505(OI1505)
50,2015-05-15,CZCE,2014-05-19,0.06,0,2015-05-15,ME1505,1,甲醇1505,"09:31-11:30,13:01-15:00",Future,null,ME,甲醇1505(ME1505)
20,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,RI1505,1,早籼稻1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RI,早籼稻1505(RI1505)
50,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,PM1505,1,普麦1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PM,普麦1505(PM1505)
20,2015-05-15,CZCE,2014-05-19,0.06,0,2015-05-15,FG1505,1,玻璃1505,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG,玻璃1505(FG1505)
20,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,JR1505,1,粳稻谷1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JR,粳稻谷1505(JR1505)
10,2015-05-15,CZCE,2014-05-19,0.05,0,2015-05-15,RM1505,1,菜籽粕1505,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RM,菜籽粕1505(RM1505)
10,2015-07-14,DCE,2014-07-15,0.05,0,2015-07-14,C1507,1,玉米1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,C,玉米1507(C1507)
60,2015-05-15,DCE,2014-05-19,0.07,0,2015-05-15,JM1505,1,焦煤1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1505(JM1505)
5,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,L1505,1,聚乙烯1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L,聚乙烯1505(L1505)
10,2015-07-14,DCE,2014-07-15,0.05,0,2015-07-14,Y1507,1,豆油1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,Y,豆油1507(Y1507)
10,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,P1505,1,棕榈油1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1505(P1505)
10,2015-05-15,DCE,2014-05-19,0.08,0,2015-05-15,JD1505,1,鸡蛋1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD,鸡蛋1505(JD1505)
10,2015-07-14,DCE,2014-07-15,0.05,0,2015-07-14,M1507,1,豆粕1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,M,豆粕1507(M1507)
10,2016-01-15,DCE,2014-07-15,0.05,0,2016-01-15,A1601,1,豆一1601,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,A,豆一1601(A1601)
10,2015-07-14,DCE,2014-07-15,0.05,0,2015-07-14,B1507,1,豆二1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,B,豆二1507(B1507)
5,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,PP1505,1,聚丙烯1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1505(PP1505)
5,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,V1505,1,聚氯乙烯1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1505(V1505)
100,2015-05-15,DCE,2014-05-19,0.07,0,2015-05-15,J1505,1,焦炭1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J,焦炭1505(J1505)
500,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,FB1505,1,纤维板1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB,纤维板1505(FB1505)
500,2015-05-15,DCE,2014-05-19,0.05,0,2015-05-15,BB1505,1,胶合板1505,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1505(BB1505)
100,2015-05-15,DCE,2014-05-19,0.07,0,2015-05-15,I1505,1,铁矿石1505,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I,铁矿石1505(I1505)
200,2015-06-05,CZCE,2014-06-10,0.05,0,2015-06-05,TC1506,1,动力煤1506,"09:31-11:30,13:01-15:00",Future,null,TC,动力煤1506(TC1506)
5,2015-06-12,CZCE,2014-06-17,0.05,0,2015-06-12,TA1506,1,PTA1506,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA,PTA1506(TA1506)
10,2015-06-12,CZCE,2014-06-17,0.05,0,2015-06-12,MA1506,1,甲醇1506,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA,甲醇1506(MA1506)
20,2015-06-12,CZCE,2014-06-17,0.05,0,2015-06-12,FG1506,1,玻璃1506,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG,玻璃1506(FG1506)
100,2015-06-12,DCE,2014-06-17,0.07,0,2015-06-12,J1506,1,焦炭1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,J,焦炭1506(J1506)
5,2015-06-12,DCE,2014-06-17,0.05,0,2015-06-12,L1506,1,聚乙烯1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,L,聚乙烯1506(L1506)
5,2015-06-12,DCE,2014-06-17,0.05,0,2015-06-12,PP1506,1,聚丙烯1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PP,聚丙烯1506(PP1506)
10,2015-06-12,DCE,2014-06-17,0.05,0,2015-06-12,P1506,1,棕榈油1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1506(P1506)
5,2015-06-12,DCE,2014-06-17,0.05,0,2015-06-12,V1506,1,聚氯乙烯1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1506(V1506)
60,2015-06-12,DCE,2014-06-17,0.07,0,2015-06-12,JM1506,1,焦煤1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1506(JM1506)
100,2015-06-12,DCE,2014-06-17,0.07,0,2015-06-12,I1506,1,铁矿石1506,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,I,铁矿石1506(I1506)
500,2015-06-12,DCE,2014-06-17,0.05,0,2015-06-12,FB1506,1,纤维板1506,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FB,纤维板1506(FB1506)
10,2015-06-12,DCE,2014-06-17,0.08,0,2015-06-12,JD1506,1,鸡蛋1506,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JD,鸡蛋1506(JD1506)
500,2015-06-12,DCE,2014-06-17,0.1,0,2015-06-12,BB1506,1,胶合板1506,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1506(BB1506)
200,2015-07-07,CZCE,2014-07-08,0.05,0,2015-07-07,TC1507,1,动力煤1507,"09:31-11:30,13:01-15:00",Future,null,TC,动力煤1507(TC1507)
20,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,WH1507,1,强麦1507,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,WH,强麦1507(WH1507)
5,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,CF1507,1,棉花1507,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,CF,棉花1507(CF1507)
10,2016-01-15,CZCE,2014-07-15,0.05,0,2016-01-15,SR1601,1,白糖1601,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,SR,白糖1601(SR1601)
5,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,TA1507,1,PTA1507,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,TA,PTA1507(TA1507)
10,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,OI1507,1,菜籽油1507,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,OI,菜籽油1507(OI1507)
20,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,RI1507,1,早籼稻1507,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RI,早籼稻1507(RI1507)
10,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,MA1507,1,甲醇1507,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,MA,甲醇1507(MA1507)
50,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,PM1507,1,普麦1507,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,PM,普麦1507(PM1507)
20,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,FG1507,1,玻璃1507,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,FG,玻璃1507(FG1507)
10,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,RM1507,1,菜籽粕1507,"21:01-23:30,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RM,菜籽粕1507(RM1507)
10,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,RS1507,1,油菜籽1507,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,RS,油菜籽1507(RS1507)
20,2015-07-14,CZCE,2014-07-15,0.05,0,2015-07-14,JR1507,1,粳稻谷1507,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JR,粳稻谷1507(JR1507)
10,2015-07-14,DCE,2014-07-15,0.05,0,2015-07-14,P1507,1,棕榈油1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,P,棕榈油1507(P1507)
60,2015-07-14,DCE,2014-07-15,0.07,0,2015-07-14,JM1507,1,焦煤1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,JM,焦煤1507(JM1507)
5,2015-07-14,DCE,2014-07-15,0.05,0,2015-07-14,V1507,1,聚氯乙烯1507,"21:01-23:00,09:01-10:15,10:31-11:30,13:31-15:00",Future,null,V,聚氯乙烯1507(V1507)
500,2015-07-14,DCE,2014-07-15,0.1,0,2015-07-14,BB1507,1,胶合板1507,"09:01-10:15,10:31-11:30,13:31-15:00",Future,null,BB,胶合板1507(BB1507)
